CHR	POS	SNP	N	EFFECT_ALLELE	NON_EFFECT_ALLELE	EFFECT_ALLELE_FREQ	BETA	SE	r2	r2hat	P_VAL
2	169441392	rs13412953	1467	2	3	0.0296524	0.1286	0.1079	0.0009688	0.515	0.2373
2	169446122	rs9287901	1467	3	1	0.276074	0.06607	0.04105	0.001765	0.866	0.1106
2	169446466	rs13386171	1467	3	1	0.113838	-0.02228	0.05815	0.0001002	0.928	0.7039
2	169449456	rs12692886	1467	1	4	0.192229	0.05102	0.04687	0.0008081	0.809	0.2805
2	169449768	rs16855816	1467	3	1	0.113838	-0.02228	0.05815	0.0001002	0.984	0.7039
2	169450593	rs16855818	1467	4	1	0.113838	-0.02228	0.05815	0.0001002	0.976	0.7039
2	169452778	rs16855819	1467	3	1	0.113838	-0.02228	0.05815	0.0001002	0.967	0.7039
2	169454662	rs13001593	1467	1	3	0.0228357	-0.07273	0.1251	0.0002307	0.353	0.5642
2	169455990	rs1063729	1467	3	1	0.273688	0.06683	0.04089	0.00182	0.847	0.1052
2	169456342	rs8304	1467	3	4	0.223926	0.04503	0.04374	0.0007231	0.795	0.3073
2	169457256	rs11684285	1467	3	1	0.0180641	0.1151	0.1373	0.0004793	0.635	0.4059
2	169458232	rs4233821	1467	3	1	0.190866	0.05263	0.04671	0.0008658	0.772	0.2639
2	169461693	rs12104858	1467	4	2	0.0845262	0.0341	0.06773	0.0001729	0.817	0.6176
2	169462158	rs1402840	1467	1	3	0.191547	0.05042	0.04669	0.0007954	0.764	0.2843
2	169464878	rs727068	1467	1	2	0.392638	-0.06998	0.03736	0.00239	0.994	0.06336
2	169467136	rs3732030	1467	4	2	0.042604	0.09719	0.08967	0.0008013	0.659	0.2825
2	169467382	rs13017628	1467	1	4	0.234151	0.08041	0.04279	0.002405	0.818	0.06252
2	169468128	rs16855872	1467	3	1	0.265167	0.06607	0.0411	0.001761	0.833	0.111
2	169468729	rs7584086	1467	4	2	0.197001	0.01893	0.04725	0.0001096	0.834	0.6911
2	169471031	rs3856426	1467	1	3	0.404567	0.04604	0.0364	0.001091	0.973	0.2098
2	169472003	rs7595826	1467	1	3	0.0736196	0.05788	0.07214	0.0004392	0.917	0.4263
2	169472129	rs3845726	1467	3	2	0.405249	0.0477	0.03643	0.001169	0.981	0.1941
2	169472213	rs3914920	1467	2	1	0.405249	0.0477	0.03643	0.001169	0.985	0.1941
2	169472942	rs16855886	1467	4	3	0.0190866	0.1132	0.1363	0.0004708	0.838	0.4101
2	169474871	rs17265408	1467	4	1	0.103613	-0.00121	0.05946	2.826e-07	0.836	0.9839
2	169475878	rs3845727	1467	2	4	0.405249	0.0477	0.03643	0.001169	0.997	0.1941
2	169478075	rs6749871	1467	4	2	0.0739605	0.0583	0.07201	0.0004472	0.981	0.4221
2	169478154	rs16855893	1467	2	4	0.0497614	0.06056	0.08723	0.0003289	0.969	0.4912
2	169479562	rs829950	1467	3	1	0.383776	-0.0537	0.03857	0.001321	0.736	0.1675
2	169482502	rs3843328	1467	3	1	0.259032	-0.0631	0.04301	0.001467	0.889	0.1458
2	169483738	rs700547	1467	3	1	0.0221541	0.172	0.1268	0.001253	0.731	0.1789
2	169484290	rs829958	1467	3	1	0.137355	-0.005565	0.05345	7.4e-06	0.999	0.9178
2	169484341	rs829957	1467	4	3	0.137014	-0.008869	0.05364	1.866e-05	1	0.8697
2	169484451	rs6433093	1467	1	2	0.258691	-0.06104	0.04301	0.001373	0.939	0.1594
2	169486492	rs17265731	1467	1	3	0.0978187	-0.1568	0.06156	0.004407	0.896	0.01164
2	169487531	rs829955	1467	1	3	0.120995	-0.09576	0.0563	0.001971	0.903	0.09177
2	169489734	rs543262	1467	3	1	0.258691	-0.06104	0.04301	0.001373	0.951	0.1594
2	169490628	rs514629	1467	3	1	0.150648	-0.003806	0.0514	3.743e-06	0.992	0.9415
2	169494538	rs830031	1467	4	2	0.360941	0.08689	0.03868	0.003433	0.971	0.02602
2	169494969	rs548367	1467	1	3	0.390593	-0.02179	0.03789	0.0002256	0.999	0.5685
2	169495215	rs551037	1467	4	2	0.0978187	-0.1559	0.06133	0.004391	0.94	0.0118
2	169495286	rs17200279	1467	1	3	0.145535	-0.007657	0.05267	1.443e-05	0.956	0.8854
2	169495468	rs17200300	1467	2	4	0.338787	0.0693	0.03949	0.002098	0.974	0.0819
2	169496236	rs494120	1467	4	2	0.0978187	-0.1559	0.06133	0.004391	0.943	0.0118
2	169496710	rs490278	1467	1	3	0.459782	0.01951	0.03706	0.0001892	0.988	0.6016
2	169498386	rs7583629	1467	4	2	0.149284	-0.001314	0.05178	4.397e-07	0.983	0.9799
2	169498916	rs2433681	1467	1	3	0.0978187	-0.1559	0.06133	0.004391	0.946	0.0118
2	169499083	rs2433680	1467	1	3	0.0978187	-0.1559	0.06133	0.004391	0.947	0.0118
2	169499121	rs2461363	1467	1	2	0.0978187	-0.1559	0.06133	0.004391	0.948	0.0118
2	169499125	rs2433679	1467	3	1	0.0978187	-0.1559	0.06133	0.004391	0.949	0.0118
2	169499515	rs830029	1467	1	3	0.460464	0.02205	0.03705	0.0002416	0.985	0.5551
2	169499649	rs853666	1467	4	2	0.461145	0.02101	0.03699	0.0002201	0.984	0.5733
2	169499686	rs2461362	1467	4	2	0.0978187	-0.1559	0.06133	0.004391	0.953	0.0118
2	169499689	rs830028	1467	4	2	0.37287	0.08857	0.03857	0.003586	0.949	0.02289
2	169500271	rs830024	1467	2	3	0.267894	-0.05301	0.04275	0.001048	0.984	0.219
2	169501552	rs482435	1467	3	1	0.267553	-0.05336	0.04283	0.001058	0.987	0.2167
2	169502391	rs498488	1467	1	3	0.0995228	-0.1544	0.06099	0.004357	0.801	0.01213
2	169505629	rs9287903	1467	2	4	0.244717	-0.06218	0.04398	0.001363	0.962	0.161
2	169507256	rs558922	1467	1	3	0.423654	-0.01989	0.03744	0.0001926	0.928	0.5983
2	169508217	rs10198235	1467	4	2	0.329243	0.07167	0.03938	0.002256	0.897	0.07122
2	169508568	rs10198693	1467	1	3	0.330607	0.07109	0.03942	0.002215	0.897	0.07383
2	169509434	rs511013	1467	1	3	0.431493	0.002422	0.03714	2.903e-06	0.909	0.9484
2	169509964	rs700548	1467	1	3	0.0228357	0.1852	0.125	0.001495	0.849	0.142
2	169510779	rs830021	1467	1	2	0.289025	-0.05596	0.04145	0.001243	0.957	0.1807
2	169511263	rs830020	1467	3	1	0.343899	-0.01875	0.03902	0.0001576	0.982	0.6337
2	169511537	rs572411	1467	4	2	0.122018	-0.0931	0.05581	0.001896	0.941	0.09823
2	169512066	rs487756	1467	4	2	0.465235	0.002328	0.03705	2.696e-06	0.977	0.9503
2	169512848	rs495074	1467	4	2	0.356851	-0.01358	0.03883	8.354e-05	0.941	0.7286
2	169512866	rs495135	1467	1	3	0.343899	-0.01935	0.03908	0.0001673	0.987	0.6235
2	169513187	rs519599	1467	1	3	0.159168	-0.07344	0.0506	0.001436	0.986	0.1502
2	169515039	rs7585565	1467	2	4	0.165985	-0.006857	0.04969	1.3e-05	0.984	0.8911
2	169515183	rs503664	1467	2	3	0.490116	0.02087	0.03676	0.00022	0.993	0.5734
2	169515278	rs552445	1467	3	2	0.490116	0.02087	0.03676	0.00022	0.994	0.5734
2	169515596	rs549582	1467	2	4	0.159168	-0.07344	0.0506	0.001436	0.997	0.1502
2	169516236	rs522893	1467	4	2	0.490116	0.02087	0.03676	0.00022	0.997	0.5734
2	169517876	rs481067	1467	4	3	0.343899	-0.01935	0.03908	0.0001673	0.999	0.6235
2	169518149	rs830194	1467	2	4	0.489434	0.02049	0.03676	0.000212	0.999	0.5805
2	169519938	rs12386224	1467	2	3	0.28698	0.0515	0.04046	0.001105	0.98	0.2069
2	169519968	rs578521	1467	4	2	0.446489	0.0002869	0.03707	4.09e-08	0.984	0.9939
2	169520620	rs526418	1467	1	3	0.387185	0.003483	0.03818	5.679e-06	0.979	0.9279
2	169520703	rs474538	1467	3	1	0.472733	0.01211	0.03678	7.393e-05	0.983	0.7441
2	169522935	rs501303	1467	4	2	0.448534	-0.001801	0.03709	1.609e-06	0.986	0.9616
2	169523886	rs2177076	1467	1	2	0.448194	-0.002666	0.03712	3.522e-06	0.988	0.9432
2	169524857	rs518337	1467	3	1	0.473074	0.01041	0.0369	5.432e-05	0.987	0.7797
2	169525682	rs2685798	1467	3	1	0.448194	-0.002666	0.03712	3.522e-06	0.994	0.9432
2	169525970	rs2461385	1467	4	2	0.159168	-0.07344	0.0506	0.001436	0.986	0.1502
2	169526345	rs531328	1467	1	2	0.360941	-0.01203	0.03869	6.595e-05	0.982	0.7579
2	169526561	rs508423	1467	1	3	0.448194	-0.002666	0.03712	3.522e-06	0.986	0.9432
2	169527145	rs471087	1467	3	4	0.448194	-0.002666	0.03712	3.522e-06	0.983	0.9432
2	169527544	rs474751	1467	1	3	0.448194	-0.002666	0.03712	3.522e-06	0.981	0.9432
2	169528541	rs505283	1467	1	3	0.473756	0.01107	0.0369	6.139e-05	0.97	0.7661
2	169528989	rs553827	1467	3	2	0.10259	-0.1611	0.06037	0.004838	0.901	0.008208
2	169529167	rs531864	1467	4	2	0.361963	0.001629	0.03879	1.203e-06	0.997	0.9668
2	169529258	rs532779	1467	1	4	0.317314	0.005788	0.04077	1.376e-05	0.711	0.888
2	169529403	rs529002	1467	4	3	0.397069	-0.02595	0.03786	0.0003205	0.802	0.4967
2	169529481	rs11676084	1467	1	3	0.221881	0.02258	0.045	0.0001719	0.753	0.6187
2	169529840	rs3845728	1467	1	4	0.0248807	0.1127	0.1201	0.0006007	0.502	0.3521
2	169529994	rs560952	1467	2	4	0.354465	-0.007323	0.03909	2.395e-05	0.943	0.8526
2	169530261	rs13029623	1467	1	4	0.102249	0.05385	0.06079	0.0005354	0.733	0.3797
2	169530544	rs497808	1467	3	4	0.358555	-0.00682	0.03877	2.111e-05	0.943	0.8615
2	169532935	rs540652	1467	4	2	0.468303	0.01273	0.03789	7.706e-05	0.844	0.739
2	169533059	rs488621	1467	3	1	0.470688	0.0172	0.03789	0.0001406	0.845	0.6526
2	169533815	rs13025525	1467	4	1	0.11895	0.06987	0.05697	0.001025	0.725	0.224
2	169534611	rs577192	1467	2	4	0.137355	-0.08878	0.0528	0.001926	0.911	0.09555
2	169535264	rs527393	1467	1	3	0.473415	0.02265	0.03775	0.0002456	0.854	0.5519
2	169539857	rs2632380	1467	4	2	0.479209	-0.03696	0.03773	0.0006545	0.849	0.3314
2	169543048	rs2632372	1467	4	2	0.479209	-0.03497	0.03762	0.0005893	0.855	0.3567
2	169543131	rs2685800	1467	2	4	0.161213	-0.06	0.05009	0.0009787	0.982	0.2349
2	169543808	rs10497348	1467	1	3	0.0272665	0.1507	0.115	0.001172	0.742	0.1936
2	169544409	rs580507	1467	4	2	0.161213	-0.06	0.05009	0.0009787	0.996	0.2349
2	169544488	rs581363	1467	1	3	0.161213	-0.06	0.05009	0.0009787	0.994	0.2349
2	169545007	rs12993143	1467	3	4	0.438309	0.02328	0.037	0.0002702	0.999	0.5326
2	169545210	rs539400	1467	2	3	0.161213	-0.06	0.05009	0.0009787	0.99	0.2349
2	169545313	rs533492	1467	1	3	0.161213	-0.06	0.05009	0.0009787	0.989	0.2349
2	169545380	rs534310	1467	4	2	0.160873	-0.0592	0.05024	0.0009469	0.988	0.2427
2	169545458	rs2685801	1467	4	3	0.160532	-0.06	0.05026	0.0009718	0.987	0.2366
2	169545722	rs534771	1467	3	4	0.15985	-0.05826	0.05031	0.0009148	0.987	0.2508
2	169546884	rs479661	1467	3	1	0.159509	-0.0572	0.05033	0.0008809	0.986	0.2598
2	169546888	rs3931	1467	3	1	0.345262	0.02407	0.03877	0.0002629	0.855	0.5382
2	169547451	rs7588452	1467	4	1	0.444444	0.01875	0.037	0.0001752	0.997	0.6153
2	169555356	rs3821116	1467	4	3	0.440354	0.01732	0.03727	0.0001473	0.955	0.645
2	169556840	rs504393	1467	2	3	0.159509	-0.0572	0.05033	0.0008809	0.98	0.2598
2	169557042	rs506273	1467	2	4	0.374233	0.003803	0.03876	6.574e-06	0.917	0.9225
2	169558550	rs560494	1467	4	3	0.164622	-0.04062	0.05001	0.0004501	0.912	0.4206
2	169560308	rs10497345	1467	2	3	0.0269257	0.08118	0.1157	0.000336	0.735	0.4865
2	169560482	rs509988	1467	2	1	0.159509	-0.0572	0.05033	0.0008809	0.968	0.2598
2	169561552	rs830190	1467	4	2	0.159168	-0.05869	0.05048	0.0009218	0.965	0.249
2	169561805	rs830191	1467	4	1	0.286299	-0.01069	0.04186	4.453e-05	0.688	0.8
2	169563358	rs524586	1467	3	1	0.498296	0.02129	0.03756	0.0002192	0.857	0.5741
2	169563419	rs525428	1467	1	3	0.159168	-0.05695	0.05048	0.000868	0.957	0.2633
2	169563744	rs493816	1467	4	2	0.374915	0.004862	0.03879	1.072e-05	0.879	0.9011
2	169563893	rs494859	1467	1	2	0.159509	-0.05616	0.05046	0.0008447	0.945	0.2698
2	169563911	rs11688384	1467	1	4	0.149284	0.01477	0.0522	5.468e-05	0.608	0.7789
2	169564046	rs11688437	1467	2	4	0.342536	0.009573	0.0391	4.092e-05	0.834	0.8082
2	169565405	rs475467	1467	2	4	0.160532	-0.0603	0.05039	0.0009766	0.921	0.2354
2	169565625	rs477309	1467	4	2	0.160532	-0.0603	0.05039	0.0009766	0.921	0.2354
2	169567779	rs830193	1467	4	2	0.377301	0.006462	0.03907	1.867e-05	0.819	0.8697
2	169569781	rs480731	1467	2	4	0.379346	0.006398	0.03898	1.839e-05	0.828	0.8707
2	169573929	rs574981	1467	4	2	0.252215	-0.02704	0.04239	0.0002777	0.986	0.527
2	169574350	rs549410	1467	1	4	0.252215	-0.02704	0.04239	0.0002777	0.994	0.527
2	169574367	rs550151	1467	2	3	0.252215	-0.02704	0.04239	0.0002777	0.983	0.527
2	169575348	rs853770	1467	4	2	0.256646	-0.02298	0.0421	0.0002033	0.93	0.5883
2	169575990	rs477224	1467	2	4	0.283231	-0.0158	0.0411	0.0001009	0.908	0.703
2	169576168	rs512488	1467	4	2	0.256987	-0.02603	0.0424	0.0002572	0.928	0.5426
2	169576559	rs844213	1467	2	4	0.378664	0.02259	0.039	0.0002289	0.786	0.5658
2	169577063	rs483109	1467	2	4	0.380027	0.02229	0.03901	0.0002228	0.779	0.571
2	169577697	rs16856115	1467	1	3	0.0211316	0.08012	0.1277	0.0002688	0.545	0.5337
2	169578019	rs564002	1467	2	4	0.328221	0.02946	0.04073	0.0003568	0.629	0.4733
2	169578922	rs13431652	1467	2	4	0.27471	-0.04151	0.04065	0.0007112	0.789	0.3113
2	169579102	rs12475693	1467	3	1	0.100204	-0.1296	0.06112	0.003059	0.825	0.03564
2	169579183	rs12475700	1467	3	1	0.394342	-0.08723	0.0373	0.003719	0.845	0.0205
2	169580270	rs1969376	1467	3	1	0.0988412	-0.1258	0.06187	0.002814	0.843	0.04392
2	169580353	rs13387347	1467	4	2	0.495228	-0.02167	0.03657	0.0002395	0.904	0.5569
2	169582437	rs540524	1467	3	1	0.40593	0.0351	0.03801	0.0005816	0.994	0.3599
2	169582861	rs1402837	1467	4	2	0.199046	0.0899	0.04681	0.002511	0.785	0.05699
2	169583048	rs573225	1467	3	1	0.301977	-0.0514	0.03901	0.001184	0.854	0.1914
2	169583069	rs2232316	1467	1	3	0.0920245	-0.138	0.0639	0.003176	0.996	0.03229
2	169585105	rs3770568	1467	1	2	0.0913429	-0.1357	0.06433	0.003027	0.999	0.03661
2	169585410	rs16856159	1467	1	3	0.0913429	-0.1357	0.06433	0.003027	0.999	0.03661
2	169585589	rs16856161	1467	2	4	0.0913429	-0.1357	0.06433	0.003027	0.999	0.03661
2	169588655	rs560887	1467	4	2	0.298228	-0.06263	0.03917	0.001742	0.858	0.1129
2	169589311	rs3821117	1467	2	4	0.0913429	-0.1357	0.06433	0.003027	1	0.03661
2	169589683	rs492594	1467	2	3	0.488412	-0.01994	0.03645	0.0002044	0.9	0.5874
2	169590053	rs2232328	1467	3	2	0.0913429	-0.1357	0.06433	0.003027	0.977	0.03661
2	169590884	rs570876	1467	4	1	0.488412	-0.01994	0.03645	0.0002044	0.89	0.5874
2	169591244	rs567243	1467	3	1	0.488071	-0.02185	0.03642	0.0002457	0.884	0.5518
2	169592067	rs17539351	1467	4	2	0.0637355	-0.09001	0.07598	0.000957	0.506	0.2402
2	169592445	rs7606215	1467	4	1	0.0913429	-0.1357	0.06433	0.003027	0.953	0.03661
2	169592655	rs12053049	1467	2	4	0.0163599	0.04214	0.1468	5.625e-05	0.622	0.7759
2	169594398	rs13430620	1467	2	1	0.0228357	0.08129	0.1251	0.0002882	0.34	0.5193
2	169594534	rs491443	1467	2	1	0.497273	-0.01131	0.03667	6.492e-05	0.873	0.7597
2	169596703	rs10497346	1467	2	4	0.0913429	-0.1357	0.06433	0.003027	0.917	0.03661
2	169596721	rs10497347	1467	2	4	0.0167007	0.06422	0.1453	0.0001332	0.628	0.6613
2	169596927	rs13419326	1467	2	1	0.0167007	0.06422	0.1453	0.0001332	0.629	0.6613
2	169597013	rs4144857	1467	2	3	0.0167007	0.06422	0.1453	0.0001332	0.631	0.6613
2	169599578	rs563694	1467	2	1	0.346967	-0.07088	0.03833	0.002329	0.997	0.0668
2	169600153	rs537183	1467	2	4	0.346967	-0.07088	0.03833	0.002329	0.995	0.0668
2	169600466	rs502570	1467	1	3	0.346967	-0.07088	0.03833	0.002329	0.994	0.0668
2	169602253	rs475612	1467	4	2	0.349693	-0.06764	0.0382	0.002136	0.962	0.07921
2	169603102	rs557462	1467	2	4	0.347307	-0.07062	0.03834	0.002311	0.991	0.06789
2	169604663	rs478333	1467	3	1	0.469666	-0.0925	0.0367	0.004317	0.961	0.01254
2	169604712	rs4148804	1467	4	2	0.0170416	0.056	0.1439	0.0001033	0.635	0.6996
2	169605219	rs496550	1467	4	2	0.47137	-0.09381	0.03666	0.004449	0.961	0.01125
2	169605403	rs473351	1467	4	2	0.443763	-0.1015	0.03702	0.005109	0.954	0.006591
2	169606325	rs575671	1467	1	3	0.445467	-0.09806	0.03702	0.004765	0.955	0.008702
2	169606392	rs519887	1467	4	2	0.475801	-0.09691	0.03675	0.004725	0.965	0.008993
2	169607656	rs486981	1467	1	3	0.351057	-0.07055	0.03807	0.002339	0.99	0.06623
2	169607988	rs484066	1467	1	4	0.368098	-0.06492	0.03759	0.002033	0.962	0.08686
2	169608081	rs483234	1467	2	4	0.352761	0.04144	0.03878	0.0007788	0.78	0.2894
2	169608387	rs569805	1467	1	4	0.351057	-0.07055	0.03807	0.002339	0.993	0.06623
2	169608546	rs579060	1467	3	4	0.351057	-0.07055	0.03807	0.002339	0.994	0.06623
2	169609920	rs16856247	1467	4	2	0.0173824	0.03948	0.1426	5.235e-05	0.638	0.7836
2	169610000	rs17540154	1467	3	1	0.186094	0.1066	0.04757	0.003417	0.663	0.02635
2	169610447	rs7607790	1467	1	3	0.0995228	-0.1047	0.06176	0.001958	0.902	0.09283
2	169610462	rs508506	1467	1	2	0.351057	-0.07055	0.03807	0.002339	1	0.06623
2	169610956	rs503931	1467	1	2	0.476483	-0.1019	0.03668	0.00524	0.98	0.005935
2	169613193	rs551754	1467	2	4	0.476823	-0.101	0.03666	0.00516	0.98	0.00633
2	169614523	rs497692	1467	4	2	0.476823	-0.101	0.03666	0.00516	0.981	0.00633
2	169614813	rs494874	1467	4	2	0.350716	-0.07081	0.03806	0.002357	1	0.06517
2	169615227	rs16856252	1467	2	4	0.126108	-0.08124	0.05582	0.001444	0.96	0.1491
2	169616945	rs552976	1467	1	3	0.35242	-0.06703	0.03801	0.002118	0.999	0.08047
2	169617678	rs3755157	1467	4	2	0.126449	-0.07712	0.05578	0.001303	0.962	0.1705
2	169617695	rs3755158	1467	3	2	0.126449	-0.07712	0.05578	0.001303	0.962	0.1705
2	169617928	rs472614	1467	1	3	0.478868	-0.0959	0.03665	0.004651	0.999	0.009547
2	169619790	rs565412	1467	1	3	0.47955	-0.09443	0.0367	0.004499	1	0.01081
2	169619938	rs567074	1467	4	2	0.475801	-0.09783	0.03665	0.004841	1	0.008186
2	169620194	rs479682	1467	4	2	0.479891	-0.09442	0.03667	0.004504	0.997	0.01076
2	169620278	rs480562	1467	4	1	0.479891	-0.09442	0.03667	0.004504	0.994	0.01076
2	169621792	rs2685803	1467	1	3	0.479891	-0.09442	0.03667	0.004504	0.988	0.01076
2	169621795	rs2544367	1467	4	2	0.479891	-0.09442	0.03667	0.004504	0.985	0.01076
2	169622567	rs2685805	1467	1	3	0.479891	-0.09442	0.03667	0.004504	0.982	0.01076
2	169623159	rs1581397	1467	4	2	0.479891	-0.09442	0.03667	0.004504	0.98	0.01076
2	169623678	rs9967889	1467	1	3	0.479891	-0.09442	0.03667	0.004504	0.976	0.01076
2	169623946	rs7598006	1467	4	2	0.479891	-0.09442	0.03667	0.004504	0.975	0.01076
2	169624126	rs2685814	1467	4	2	0.479891	-0.09442	0.03667	0.004504	0.973	0.01076
2	169624517	rs6709087	1467	3	1	0.184049	0.1008	0.04766	0.003044	0.637	0.03609
2	169627135	rs860510	1467	1	2	0.479209	-0.09698	0.03667	0.00475	0.967	0.008809
2	169627412	rs853788	1467	4	2	0.478528	-0.09605	0.03673	0.004646	0.966	0.009588
2	169627759	rs853787	1467	3	4	0.349012	-0.06894	0.03812	0.002228	0.932	0.07303
2	169627817	rs853786	1467	3	1	0.480573	-0.09665	0.03682	0.004682	0.964	0.009314
2	169627836	rs862662	1467	2	1	0.479209	-0.1002	0.03677	0.00504	0.963	0.006971
2	169628101	rs853785	1467	2	4	0.48364	-0.09797	0.03682	0.004809	0.965	0.008401
2	169629075	rs16856261	1467	4	2	0.122018	-0.084	0.0569	0.001486	0.859	0.1433
2	169629181	rs853784	1467	2	4	0.498978	-0.1069	0.03669	0.005755	0.979	0.003928
2	169631018	rs853783	1467	1	2	0.498978	-0.1069	0.03669	0.005755	0.987	0.003928
2	169631828	rs853781	1467	1	3	0.494888	-0.1104	0.03669	0.006144	0.989	0.002883
2	169632989	rs853780	1467	2	3	0.498978	-0.1069	0.03669	0.005755	0.999	0.003928
2	169634029	rs1101533	1467	1	4	0.498978	-0.1069	0.03669	0.005755	0.998	0.003928
2	169635179	rs853779	1467	3	4	0.498978	-0.1069	0.03669	0.005755	0.996	0.003928
2	169636731	rs853778	1467	4	2	0.498637	-0.1055	0.03672	0.005608	0.967	0.00442
2	169638903	rs853774	1467	1	3	0.301295	0.01541	0.04215	9.123e-05	0.57	0.7169
2	169639854	rs853773	1467	1	3	0.478528	-0.07787	0.03691	0.003029	0.776	0.03654
2	169640162	rs853772	1467	4	3	0.490457	0.09388	0.03675	0.004433	0.999	0.0114
2	169642443	rs3821120	1467	2	3	0.352761	0.01167	0.03983	5.861e-05	0.707	0.7714
2	169642910	rs3755160	1467	4	2	0.338787	0.003874	0.03971	6.497e-06	0.773	0.9229
2	169643220	rs16823014	1467	1	3	0.026244	0.06152	0.1171	0.0001883	0.261	0.6024
2	169643542	rs4148797	1467	2	4	0.291411	0.02892	0.04209	0.0003222	0.626	0.4956
2	169643809	rs16856300	1467	2	1	0.370143	-0.01481	0.03813	0.0001029	0.986	0.7002
2	169645331	rs3770582	1467	1	3	0.370484	-0.009416	0.03804	4.183e-05	0.838	0.8061
2	169647155	rs4148794	1467	1	3	0.0136333	0.1545	0.1603	0.0006333	0.173	0.3394
2	169648218	rs4148791	1467	4	1	0.440695	0.02231	0.0375	0.0002416	0.702	0.5551
2	169648793	rs4148790	1467	3	1	0.447512	0.02636	0.03738	0.0003392	0.793	0.4844
2	169648915	rs17267869	1467	2	4	0.12304	-0.1414	0.05762	0.004095	0.453	0.01503
2	169649374	rs3770585	1467	1	3	0.437628	0.0495	0.03778	0.00117	0.67	0.194
2	169652525	rs4140386	1467	2	4	0.453306	0.02667	0.03737	0.0003476	0.973	0.4791
2	169655558	rs2389605	1467	2	4	0.453306	0.02667	0.03737	0.0003476	1	0.4791
2	169655662	rs2287623	1467	3	1	0.453306	0.02667	0.03737	0.0003476	1	0.4791
2	169655835	rs2287622	1467	1	3	0.447512	0.02967	0.03743	0.0004285	0.965	0.4319
2	169656022	rs2287621	1467	3	1	0.407975	0.01276	0.03769	7.82e-05	0.987	0.7371
2	169659456	rs2058996	1467	4	2	0.468643	-0.04013	0.03773	0.0007714	0.991	0.2917
2	169660597	rs13384680	1467	1	3	0.419223	-0.01483	0.03757	0.0001063	0.725	0.6955
2	169662205	rs2287620	1467	4	3	0.419564	-0.01805	0.03759	0.0001574	0.729	0.6339
2	169662237	rs2287619	1467	2	4	0.0654397	0.07669	0.07395	0.0007337	0.85	0.3038
2	169662255	rs12692889	1467	2	4	0.421268	-0.015	0.03742	0.0001097	0.737	0.6909
2	169662776	rs16856327	1467	2	4	0.0613497	-0.009751	0.07766	1.076e-05	0.843	0.9009
2	169662835	rs3770589	1467	2	4	0.434901	-0.004297	0.03743	8.994e-06	0.753	0.9094
2	169663027	rs3770590	1467	4	2	0.435242	0.0005277	0.03724	1.37e-07	0.79	0.9888
2	169663307	rs3770591	1467	3	1	0.455692	-0.002807	0.03696	3.936e-06	0.788	0.94
2	169663547	rs3770592	1467	4	1	0.293456	-0.0292	0.04077	0.00035	0.789	0.4776
2	169664504	rs4148782	1467	1	3	0.437628	0.001282	0.03722	8.101e-07	0.804	0.9727
2	169664588	rs3770594	1467	3	2	0.427744	0.003805	0.03745	7.044e-06	0.806	0.9198
2	169665649	rs3770596	1467	1	4	0.461145	0.0006494	0.037	2.103e-07	0.807	0.9861
2	169666081	rs16856332	1467	3	4	0.0616905	-0.00454	0.07749	2.343e-06	0.957	0.9537
2	169667845	rs13416802	1467	2	3	0.140763	0.04677	0.0531	0.0005294	0.999	0.3824
2	169668253	rs7563233	1467	2	4	0.0122699	0.04951	0.1688	5.872e-05	0.864	0.7711
2	169668316	rs2287618	1467	4	2	0.311179	-0.01401	0.03964	8.523e-05	0.895	0.726
2	169669456	rs10167993	1467	3	4	0.0115883	0.09374	0.1736	0.0001991	0.418	0.5922
2	169672710	rs4148780	1467	2	4	0.0743013	0.002682	0.07045	9.891e-07	0.997	0.9699
2	169673051	rs2287614	1467	3	4	0.0620314	-0.007156	0.07731	5.848e-06	0.99	0.9269
2	169673265	rs2287613	1467	3	4	0.0743013	0.002682	0.07045	9.891e-07	0.999	0.9699
2	169675180	rs11899077	1467	3	1	0.0115883	0.09374	0.1736	0.0001991	0.42	0.5922
2	169675348	rs3770597	1467	4	2	0.0620314	-0.007156	0.07731	5.848e-06	0.993	0.9269
2	169676517	rs13404014	1467	3	1	0.0153374	-0.03338	0.1515	3.315e-05	0.33	0.827
2	169676903	rs10208831	1467	2	4	0.335719	-0.02078	0.03883	0.0001955	0.906	0.5955
2	169677690	rs13407866	1467	3	1	0.0122699	0.04951	0.1688	5.872e-05	0.887	0.7711
2	169679140	rs6433102	1467	2	4	0.301977	-0.03868	0.04046	0.0006233	0.763	0.3432
2	169679213	rs4148779	1467	2	1	0.0620314	-0.007156	0.07731	5.848e-06	0.99	0.9269
2	169680614	rs3770599	1467	4	2	0.140763	0.04677	0.0531	0.0005294	0.991	0.3824
2	169681961	rs7605199	1467	3	1	0.474097	0.03247	0.03681	0.0005306	0.842	0.3818
2	169682983	rs13400716	1467	4	2	0.0746421	0.005974	0.07033	4.924e-06	0.998	0.9329
2	169683073	rs6733156	1467	4	2	0.0746421	0.005974	0.07033	4.924e-06	0.998	0.9329
2	169686225	rs12621104	1467	3	1	0.0746421	0.005974	0.07033	4.924e-06	0.999	0.9329
2	169687234	rs11890609	1467	3	2	0.0746421	0.005974	0.07033	4.924e-06	0.998	0.9329
2	169688766	rs10196426	1467	2	4	0.0746421	0.005974	0.07033	4.924e-06	0.996	0.9329
